"V1" "regions.vectors" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9"
"21" "Nephel_pulher_H2495" "011000001" 0 0.000476586946979922 0.0467711040918213 0 0 0 0 0 0.000997868927917373
"22" "Hirund_fernea_Y101003" "011001110" 0 0.20567569974623 0.256943637554174 0 0 0.0667665263110194 0.723373779627252 0.995827048803966 0.00190127190137096
"23" "Hirund_fernea_SB10509" "011001110" 0 0.20567569974623 0.256943637554174 0 0 0.0667665263110194 0.723373779627252 0.995827048803966 0.00190127190137096
"24" "Pyrrho_cinmeus_L8072" "011000101" 0 0.00524140927660703 0.258299307741454 0 0 0 0.00308278709347147 0 0.0033770760724598
"25" "Pyrrho_cinmeus_AMNH388114" "011000101" 0 0.00524140927660703 0.258299307741454 0 0 0 0.00308278709347147 0 0.0033770760724598
"26" "Pyrrho_cinmeus_FMNH262783" "011000101" 0 0.00524140927660703 0.258299307741454 0 0 0 0.00308278709347147 0 0.0033770760724598
"27" "Tachur_rubstr_LSUMZ52319" "001001100" 0 0 0.196323714900657 0 0 0.501004813738404 0.200374023159242 0.000884211618405071 0
"28" "Tachur_rubstr_S614701" "001001100" 0 0 0.196323714900657 0 0 0.501004813738404 0.200374023159242 0.000884211618405071 0
"29" "Tachur_rubstr_LSUMZ48210" "001001100" 0 0 0.196323714900657 0 0 0.501004813738404 0.200374023159242 0.000884211618405071 0
"30" "Platyr_cortus_L11136" "011000001" 0 0.647711659663971 0.0586602829767713 0 0 0 0 0 0.141126556898451
"31" "Platyr_cancro_SB1165" "000000001" 0 0 0 0 0 0 0 0 0.23451230018948
"32" "Platyr_mysceu_MZUSP85760" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"33" "Platyr_mysceu_MZUSPALG159" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"34" "Platyr_mysceu_MZUSP85833" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"35" "Platyr_mysceu_MZUSP85805" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"36" "Platyr_mysceu_MZUSP85745" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"37" "Platyr_mysceu_MZUSPALG39" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"38" "Platyr_mysceu_K57" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"39" "Platyr_mysceu_MZUSP92484" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"40" "Platyr_mysceu_MZUSP92167" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"41" "Platyr_mysceu_MZUSP93536" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"42" "Platyr_mysceu_MZUSP92485" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"43" "Platyr_mysceu_MZUSP91268" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"44" "Platyr_mysceu_MZUSP93234" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"45" "Platyr_mysceu_MZUSP92487" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"46" "Platyr_mysceu_MZUSP91466" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"47" "Platyr_mysceu_MZUSP90974" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"48" "Platyr_mysceu_MZUSP90978" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"49" "Platyr_mysceu_MZUSP90975" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"50" "Platyr_mysceu_MZUSP91465" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"51" "Platyr_mysceu_L28375" "011000111" 0 0.156587983298116 0.162721769709617 0 0 0 0.55731121003754 0.979532276721151 0.138915668114033
"52" "Platyr_sattus_L55356" "010000000" 0 0.405685471987038 0 0 0 0 0 0 0
"53" "Platyr_plarhy_SB10936" "011000000" 0 0.72938633847787 0.0432729895102114 0 0 0 0.00729817274243921 0 0
"54" "Platyr_leuphu_K228" "000000110" 0 0 0 0 0 0 0.00596404211597692 0.373645681495527 0
"55" "Platyr_flavgul_L33080" "011000000" 0 0.00313481391216435 0.0490081755846028 0 0 0 0 0 0.000418972326073641
"56" "Calytur_criata_A494721" "000000010" 0 0 0 0 0 0 0 0.00241795605517643 0
"57" "Neopip_cinmom_L42825" "011000000" 0 0.439640712148177 0.037786457524444 0 0 0 0 0 0
"58" "Ampide_tschu_L33807" "011000001" 0 0.00623714345111536 0.0798957164158504 0 0 0 0 0 0.0041406276623097
"59" "Pipreo_form_LSUMZ68564" "011000000" 0 0.000792496980155731 0.0033466217962263 0 0 0 0 0 0
"60" "Pipreo_chldot_L5435" "011000000" 0 0.00412164491876998 0.0313512128572867 0 0 0 0 0 0
"61" "Pipreo_front_L40018" "011000000" 0 0.0036394931975761 0.0669495623357034 0 0 0 0 0 0
"62" "Pipreo_front_KU21555" "011000000" 0 0.0036394931975761 0.0669495623357034 0 0 0 0 0 0
"63" "Pipreo_lubo_L33137" "001000000" 0 3.26094597323765e-06 0.0153920200522233 0 0 0 0 0 0
"64" "Pipreo_jucu_YPM40970" "001000001" 0 0 0.00664191409590085 0 0 0 0 0 0.000858189734187355
"65" "Pipreo_pulhra_L8055" "011000000" 0 0.00349871181510776 0.0284212293118383 0 0 0 0 0 0
"66" "Pipreo_aurtus_H99" "011000001" 0 0.000628214128796953 0.0407189593059176 0 0 0 0 0 0.00220117415935121
"67" "Pipreo_whilyi_SB15796" "010000000" 0 0.003342016339052 0 0 0 0 0 0 0
"68" "Pipreo_arcu_L31988" "011000000" 0 0.00115912905160879 0.135183173601226 0 0 0 0 0 0.00112859099814427
"69" "Pipreo_rief_IAvHBTAMC910" "011000001" 0 0.00142140405235594 0.128599620830384 0 0 0 0 0 0.00528075802903961
"70" "Pipreo_inter_L7982" "011000000" 0 0.00169815870774218 0.0589976900559241 0 0 0 0 0 0
"71" "Rupico_rupola_SB10476" "010000000" 0 0.278740175998829 0 0 0 0 0 0 0
"72" "Rupico_peruvi_L2001" "011000001" 0 0.00349560005476314 0.121561322601273 0 0 0 0 0 0.00392811519935034
"73" "Phoeni_carni_K1252" "010000000" 0 0.186724441820361 0 0 0 0 0 0 0
"74" "Phoeni_nigcol_A14164" "010000000" 0 0.352885711721897 0.010067511798735 0 0 0 7.35658318492582e-05 0 0
"75" "Snowor_crylop_L44395" "011000000" 0 0.00572667539780656 0.0359133408158006 0 0 0 0 0 0.000352111572022442
"76" "Snowor_subal_L5560" "011000000" 0 0.00414150328266645 0.0157934749148168 0 0 0 0 0 0
"77" "Carpor_cucul_SP93535" "000000110" 0 0 0 0 0 0 0.00796053571956408 0.174192861581192 0
"78" "Carpor_melala_SPCMML54" "000000110" 0 0 0 0 0 0 0.000399187615584502 0.0668420678081216 0
"79" "Zarato_strman_L2074" "001000000" 0 1.19517400772889e-05 0.0243995056153233 0 0 0 0 0 0
"80" "Phibal_flaviro_SP88683" "000000110" 0 0 0.00247126952211268 0 0 0 0.0405156767099597 0.725358690345989 0
"81" "Phytot_rara_A12160" "000001000" 0 0 0 0 0 0.271975477228109 0 0 0
"82" "Phytot_rutila_LSU1211" "001001100" 0 0 0.114525953635681 0 0 0.146944026916709 0.250178455423014 0 0
"83" "Phytot_raidii_LSU448" "001000000" 0 0 0.0094894070577396 0 0 0 0 0 8.12972017377718e-05
"84" "Phytot_raidii_L451" "001000000" 0 0 0.0094894070577396 0 0 0 0 0 8.12972017377718e-05
"85" "Ampion_rufax_L1673" "001000000" 0 0 0.043338850024378 0 0 0 0 0 2.17917827981616e-05
"86" "Ampion_rubcri_L32291" "011000001" 0 0.000830696928331506 0.218982744000739 0 0 0 0 0 0.00229394565490964
"87" "Dolior_remse_P18878" "001000000" 0 0 0.00591120268368402 0 0 0 0 0 0
"88" "Dolior_scleri_L8390" "011000000" 0 6.5685279742415e-05 0.00681585686432891 0 0 0 0 0 0
"89" "Coniop_mcilh_L78827" "011000000" 0 0.0188539889565288 0.00342361374950759 0 0 0 0 0 0
"90" "Coniop_mcilh_K1416" "011000000" 0 0.0188539889565288 0.00342361374950759 0 0 0 0 0 0
"91" "Gymnod_foe_L15044" "011000100" 0 0.634444105112687 0.0512574658104836 0 0 0 0.0879757488711981 0 0
"92" "Carpod_hopkei_L29961" "001000001" 0 0 0.00627115892149951 0 0 0 0 0 0.0442082896253568
"93" "Carpod_nitdus_A247754" "000000001" 0 0 0 0 0 0 0 0 0.0538569470534559
"94" "Carpod_antiae_YPM56780" "000000001" 0 0 0 0 0 0 0 0 0.00110801937934166
"95" "Xiphol_puncea_L20380" "010000100" 0 0.471126691873094 0 0 0 0 0.0252844292419027 0 0
"96" "Xiphol_atrpur_FMNH427188" "000000110" 0 0 0 0 0 0 0.00549753125999417 0.0264975042637395 0
"97" "Xiphol_lampen_MPEGMPDS929" "010000100" 0 0.130238837454114 0 0 0 0 0.00803405785413893 0 0
"98" "Porphy_porema_L40718" "011000000" 0 0.288528186373028 0.0256748486632699 0 0 0 0 0 0
"99" "Cotin_mayna_L4762" "011000000" 0 0.337221589213999 0.0250113742278795 0 0 0 0 0 0
"100" "Cotin_macata_MZUSP25763" "000000010" 0 0 0 0 0 0 0 0.128443179937468 0
"101" "Cotin_macata_LACM60338" "000000010" 0 0 0 0 0 0 0 0.128443179937468 0
"102" "Cotin_coti_GDPN147" "010000000" 0 0.256126441556401 0.00125691350847015 0 0 0 0.00159768699002462 0 0
"103" "Cotin_natte_L28741" "001000001" 0 0 0.0209572290029586 0 0 0 0 0 0.0720625340684309
"104" "Cotin_ridway_LSUMZ161196" "000000001" 0 0 0 0 0 0 0 0 0.00680474506340216
"105" "Cotin_amabi_KU104762" "000000001" 0 0 0 0 0 0 0 0 0.157377402395727
"106" "Cotin_cayan_L9602" "011000100" 0 0.831274240916658 0.062825467633472 0 0 0 0.0131079294026298 0 0
"107" "Procni_avera_MPEG33151" "011000111" 0 0.0497932695396757 0.00728713992051962 0 0 0 0.132701982036281 0.0287555191665729 0.0138100817475138
"108" "Procni_avera_MPEG33152" "011000111" 0 0.0497932695396757 0.00728713992051962 0 0 0 0.132701982036281 0.0287555191665729 0.0138100817475138
"109" "Procni_avera_MZUSP90159" "011000111" 0 0.0497932695396757 0.00728713992051962 0 0 0 0.132701982036281 0.0287555191665729 0.0138100817475138
"110" "Procni_avera_SP90160" "011000111" 0 0.0497932695396757 0.00728713992051962 0 0 0 0.132701982036281 0.0287555191665729 0.0138100817475138
"111" "Procni_nudicol_MPEGCMN28" "000000110" 0 0 0 0 0 0 0.0771526182090077 0.886774670806478 0
"112" "Procni_albus_SB11635" "010000000" 0 0.071092231678783 0 0 0 0 0 0 0
"113" "Procni_tritus_SB2303" "000000001" 0 0 0 0 0 0 0 0 0.0124364657860039
"114" "Lipau_strrus_K4008" "010000000" 0 0.00638664787125653 0 0 0 0 0 0 0
"115" "Lipau_lanides_SP91038" "000000110" 0 0 0 0 0 0 0.00484464312239294 0.181877512204106 0
"116" "Tijuca_atra_SPL100952" "000000010" 0 0 0 0 0 0 0 0.00813283253619026 0
"117" "Tijuca_condi_RJ54051" "000000010" 0 0 0 0 0 0 0 0.000248662929092674 0
"118" "Lipau_weberi_H2080" "001000000" 0 0 0.000505670337571716 0 0 0 0 0 0
"119" "Lipau_weberi_H4853" "001000000" 0 0 0.000505670337571716 0 0 0 0 0 0
"120" "Lipau_urolis_SM24135" "011000000" 0 2.39271566194405e-05 0.00818192592590194 0 0 0 0 0 0
"121" "Lipau_urolis_L58450" "011000000" 0 2.39271566194405e-05 0.00818192592590194 0 0 0 0 0 0
"122" "Lipau_fuscin_IC33464" "001000000" 0 6.84884349871562e-06 0.0231105971130717 0 0 0 0 0 3.34982176506286e-05
"123" "Lipau_fuscin_H5187" "001000000" 0 6.84884349871562e-06 0.0231105971130717 0 0 0 0 0 3.34982176506286e-05
"124" "Lipau_vocran_MPEGUNA027" "011000110" 0 0.870072693135121 0.0742886025865826 0 0 0 0.0700804246255638 0.092343121038637 0
"125" "Lipau_vocran_L11030" "011000110" 0 0.870072693135121 0.0742886025865826 0 0 0 0.0700804246255638 0.092343121038637 0
"126" "Lipau_vocran_L3149" "011000110" 0 0.870072693135121 0.0742886025865826 0 0 0 0.0700804246255638 0.092343121038637 0
"127" "Lipau_unifus_L11747" "001000001" 0 0 0.0249136955507875 0 0 0 0 0 0.21882758972598
"128" "Lipau_unifus_L72146" "001000001" 0 0 0.0249136955507875 0 0 0 0 0 0.21882758972598
"129" "Haemat_milit_SB12587" "010000000" 0 0.140462158962687 0 0 0 0 0.000144751241339814 0 0
"130" "Querul_purata_L27363" "011000101" 0 0.685042270586318 0.107467359929412 0 0 0 0.0315638891022477 0 0.102116264817147
"131" "Pyrode_scutus_L44166" "011000111" 0 0.0195072412012949 0.105684857008661 0 0 0 0.117694390037572 0.926291353479651 0.0290428712625205
"132" "Pyrode_scutus_SP93046" "011000111" 0 0.0195072412012949 0.105684857008661 0 0 0 0.117694390037572 0.926291353479651 0.0290428712625205
"133" "Periss_tricol_SB11617" "010000000" 0 0.223048634133249 0 0 0 0 0 0 0
"134" "Cephal_glabr_L52901" "000000001" 0 0 0 0 0 0 0 0 0.00759508238145289
"135" "Cephal_orntus_GTLP201" "011000100" 0 0.684292298061072 0.0983376308346961 0 0 0 0.048355798893123 0 0
"136" "Cephal_penger_L11737" "001000001" 0 0 0.0171326655748551 0 0 0 0 0 0.0309097631823534
"137" "Neopel_chrlop_F395453" "000000010" 0 0 0 0 0 0 0.000264334839118981 0.130860233084736 0
"138" "Neopel_chrlum_A13890" "010000000" 0 0.0948601883758487 0 0 0 0 0 0 0
"139" "Neopel_sulven_L15218" "011000000" 0 0.147799837088919 0.0339143425081213 0 0 0 0 0 0
"140" "Neopel_palcen_L14646" "010000110" 0 0.0920611468877204 0 0 0 0 0.301165871479459 0.179372018458375 0
"141" "Neopel_aurons_MFV1262" "000000110" 0 0 0 0 0 0 0.00450863317296166 0.214406959387696 0
"142" "Tyraneu_vircen_L25483" "010000000" 0 0.160195848776121 0 0 0 0 0 0 0
"143" "Tyraneu_stolzm_L13803" "011000100" 0 0.676009288307958 0.0467699799605421 0 0 0 0.0375679645028834 0 0
"144" "Chirox_bolana_L39150" "011000100" 0 0.00130786770040599 0.0362871000793871 0 0 0 0.000169645806076417 0 0
"145" "Chirox_cauata_A2458" "000000110" 0 0 0 0 0 0 0.0891999641049823 0.830002184926691 0
"146" "Antilo_galata_L14634" "010000110" 0 0.0132554804650284 0 0 0 0 0.316090765460878 0.203724715750116 0
"147" "Antilo_boker_Abo1" "000000100" 0 0 0 0 0 0 6.36706464259256e-06 0 0
"148" "Chirox_parola_MPEGPEMA18" "011000110" 0 0.619572817883429 0.0289743651833255 0 0 0 0.0381777760659118 0.160246775993606 0
"149" "Chirox_linris_W104044" "000000001" 0 0 0 0 0 0 0 0 0.0537618237834366
"150" "Chirox_lanata_L46674" "011000001" 0 0.0205393954391576 0.0252373213393596 0 0 0 0 0 0.111866988308141
"151" "Ilicura_milit_GSB15" "000000110" 0 0 0 0 0 0 0.0423776345955505 0.515568770891836 0
"152" "Masius_chrter_H7438" "011000001" 0 0.0011981289440823 0.0851917444795591 0 0 0 0 0 0.00593190317183051
"153" "Corapi_alter_LSU28374" "001000001" 0 0.000352236943649471 0.030879751524568 0 0 0 0 0 0.109556176877424
"154" "Corapi_leurho_ICN33757" "001000001" 0 0.000352236943649471 0.030879751524568 0 0 0 0 0 0.109556176877424
"155" "Corapi_gutlis_L48430" "010000000" 0 0.149241611687532 0 0 0 0 0 0 0
"156" "Xenopi_atrten_L42648" "010000000" 0 0.266325995959901 0.000497747367176536 0 0 0 0.001661830880155 0 0
"157" "Xenopi_uninis_SB23771" "010000000" 0 0.00947796660959978 0 0 0 0 0 0 0
"158" "Lepthr_suavi_L48471" "010000000" 0 0.0418172147677647 0 0 0 0 0 0 0
"159" "Lepthr_seren_L45819" "010000000" 0 0.0786578321174476 0 0 0 0 0 0 0
"160" "Lepthr_coeru_L1985" "011000000" 0 0.00931277668051821 0.0386951754003284 0 0 0 0 0 0
"161" "Lepthr_isirei_IC35523" "011000000" 0 0.00327019985268787 0.0338834649752349 0 0 0 0 0 0
"162" "Lepthr_corata_L7218" "011000001" 0 0.388719238920474 0.105054553084999 0 0 0 0 0 0.0754919246336931
"163" "Lepthr_natte_L18402" "010000100" 0 0.0976192352085952 0 0 0 0 0.0276103593174745 0 0
"164" "Lepthr_iris_MPEGMF56" "010000100" 0 0.0637677989197392 0 0 0 0 0.00275851130647359 0 0
"165" "Lepthr_vilasi_G59269" "010000000" 0 0.010645046379536 0 0 0 0 0 0 0
"166" "Lepthr_vilasi_G59270" "010000000" 0 0.010645046379536 0 0 0 0 0 0 0
"167" "Crypto_holoch_LSU11810" "011000001" 0 0.0320147350753773 0.0784465587510798 0 0 0 0 0 0.0524726992265779
"168" "Crypto_holoch_L5505" "011000001" 0 0.0320147350753773 0.0784465587510798 0 0 0 0 0 0.0524726992265779
"169" "Dixiph_pipra_L55337" "011000011" 0 0.629998427212343 0.0716345967671506 0 0 0 0.00123679384816897 0.0568422251620584 0.0364901136804702
"170" "Cerato_cornu_L48294" "010000000" 0 0.0465349460033409 0 0 0 0 0 0 0
"171" "Cerato_mental_L60940" "001000001" 0 0 0.0194989724194803 0 0 0 0 0 0.274917944044937
"172" "Cerato_rubcap_L18453" "010000110" 0 0.399616379375601 0 0 0 0 0.056848901094275 0.112708166638003 0
"173" "Cerato_eryala_L42097" "011000001" 0 0.41712946311529 0.0772315904857917 0 0 0 0 0 0.112992424332112
"174" "Cerato_eryala_L55344" "011000001" 0 0.41712946311529 0.0772315904857917 0 0 0 0 0 0.112992424332112
"175" "Cerato_chlmer_L40196" "011000000" 0 0.0447575243146983 0.0764387815615538 0 0 0 8.80932276977944e-06 0 0
"176" "Machae_delsus_L11828" "001000001" 0 0 0.0133021046153916 0 0 0 0 0 0.00828131734981247
"177" "Machae_pyrlus_L22641" "011000100" 0 0.238656794094239 0.0359769927894944 0 0 0 0.0765273435527701 0 0
"178" "Machae_reglus_MPEGUNA8" "000000010" 0 0 0 0 0 0 5.70666738759054e-05 0.103249382816179 0
"179" "Machae_reglus_L42519" "011000001" 0 0.24387317141755 0.0883908617893552 0 0 0 0 0 0.0555604449553766
"180" "Machae_reglus_ICN37287" "011000001" 0 0.24387317141755 0.0883908617893552 0 0 0 0 0 0.0555604449553766
"181" "Machae_reglus_FMNH344155" "011000001" 0 0.24387317141755 0.0883908617893552 0 0 0 0 0 0.0555604449553766
"182" "Pipra_filic_L20244" "011000001" 0 0.334757693611862 0.0388109292139682 0 0 0 0 0 0.028682429363513
"183" "Pipra_fasuda_L18537" "011000110" 0 0.37419456409312 0.0560449775911869 0 0 0 0.282712306348013 0.376519462970435 0
"184" "Pipra_aurola_SB14446" "010000000" 0 0.0894967772364796 0.00250923594526714 0 0 0 0 0 0
"185" "Heteroc_lintea_L14715" "010000100" 0 0.262764073767089 0.00141706265374889 0 0 0 0.038222820870876 0 0
"186" "Heteroc_flavtex_A12395" "010000000" 0 0.111626764398365 0 0 0 0 0 0 0
"187" "Heteroc_autiivert_L42512" "010000000" 0 0.0315418782999309 0 0 0 0 0 0 0
"188" "Heteroc_autiivert_LAlvarez" "010000000" 0 0.0315418782999309 0 0 0 0 0 0 0
"189" "Manacus_manac_L45831" "011000111" 0 0.800824239911947 0.0991875759879653 0 0 0 0.087600557284625 0.5786110544483 0.12817422265093
"190" "Manacus_aurcus_L71959" "000000001" 0 0 0 0 0 0 0 0 0.0156513037739655
"191" "Manacus_cande_L71894" "000000001" 0 0 0 0 0 0 0 0 0.149293852251394
"192" "Manacus_vitnus_L28569" "001000001" 0 0 0.00456844015464229 0 0 0 0 0 0.0579233457607778
"193" "Manacus_vitnus_L2206" "001000001" 0 0 0.00456844015464229 0 0 0 0 0 0.0579233457607778
"194" "Manacus_manac_LSUMZ12013" "011000111" 0 0.800824239911947 0.0991875759879653 0 0 0 0.087600557284625 0.5786110544483 0.12817422265093
"195" "Chloro_unico_FMNH474328" "011000000" 0 0.00215281640537782 0.0224284280900937 0 0 0 0 0 0
"196" "Chloro_flavla_H7851" "001000001" 0 3.20221611189536e-06 0.0170442650766916 0 0 0 0 0 0.000692541928717607
"197" "Neodre_hypxan_F363809" "000010000" 0 0 0 0 0.000124156628143147 0 0 0 0
"198" "Neodre_corsca_F345711" "000010000" 0 0 0 0 0.00052411680440865 0 0 0 0
"199" "Philep_casnea_F438676" "000010000" 0 0 0 0 0.000440525648744308 0 0 0 0
"200" "Philep_schgel_F431191" "000010000" 0 0 0 0 0.000716771377455208 0 0 0 0
"201" "Pseutom_graueri_F311050" "000010000" 0 0 0 0 0.000176483495171386 0 0 0 0
"202" "Pseutom_graueri_A764296" "000010000" 0 0 0 0 0.000176483495171386 0 0 0 0
"203" "Corydo_sumnus_L77291" "000010000" 0 0 0 0 0.02094590965406 0 0 0 0
"204" "Psaris_dalsia_K25407" "000010000" 0 0 0 0 0.0125357532810716 0 0 0 0
"205" "Euryla_steer_K20930" "000010000" 0 0 0 0 0.00112765321034068 0 0 0 0
"206" "Euryla_steer_K19050" "000010000" 0 0 0 0 0.00112765321034068 0 0 0 0
"207" "Serilo_lunat_SB15168" "000010000" 0 0 0 0 0.01419684029796 0 0 0 0
"208" "Cymrhy_macrhy_L61536" "000010000" 0 0 0 0 0.0163118369683464 0 0 0 0
"209" "Euryla_java_L79621" "000010000" 0 0 0 0 0.0215589712019955 0 0 0 0
"210" "Euryla_ochmal_L50329" "000010000" 0 0 0 0 0.0106658326393267 0 0 0 0
"211" "Calymen_hosii_L78709" "000010000" 0 0 0 0 0.00175920422524901 0 0 0 0
"212" "Calymen_whiadi_L52625" "000010000" 0 0 0 0 0.000907968839332786 0 0 0 0
"213" "Calymen_virdis_L51137" "000010000" 0 0 0 0 0.0137901640213905 0 0 0 0
"214" "Smitho_sharp_UM233887" "000010000" 0 0 0 0 0.00474334646995673 0 0 0 0
"215" "Smitho_capsis_S636743" "000010000" 0 0 0 0 0.0356649695098092 0 0 0 0
"216" "Smitho_rufter_L45352" "000010000" 0 0 0 0 0.0178731322929951 0 0 0 0
"217" "Sapayoa_ae_L2329" "001000001" 0 0 0.00674828934414216 0 0 0 0 0 0.0475421817491937
"218" "Pitta_eryter_SB03651" "000010000" 0 0 0 0 0.0119157209883035 0 0 0 0
"219" "Pitta_koch_KU25518" "000010000" 0 0 0 0 0.00036345994960153 0 0 0 0
"220" "Pitta_gratin_LSUMZ34916" "000010000" 0 0 0 0 0.00808073181780408 0 0 0 0
"221" "Pitta_usshe_CU" "000010000" 0 0 0 0 0.00106080538761569 0 0 0 0
"222" "Pitta_vensta_FMNH211861" "000010000" 0 0 0 0 0.00106080538761569 0 0 0 0
"223" "Pitta_arqu_WFVZ38387" "000010000" 0 0 0 0 0.00203495565940383 0 0 0 0
"224" "Pitta_cyane_K31228" "000010000" 0 0 0 0 0.00969110123883066 0 0 0 0
"225" "Pitta_elli_FMNH90286" "000010000" 0 0 0 0 0.00575019416880544 0 0 0 0
"226" "Pitta_gurn_FMNH373398" "000010000" 0 0 0 0 2.29805364408029e-05 0 0 0 0
"227" "Pitta_guaj_LSUMZ36368" "000010000" 0 0 0 0 0.00694445175417482 0 0 0 0
"228" "Pitta_guaj_A9652" "000010000" 0 0 0 0 0.00667977229890915 0 0 0 0
"229" "Pitta_guaj_A10887" "000010000" 0 0 0 0 0.00667977229890915 0 0 0 0
"230" "Pitta_baud_LSUMZ30211" "000010000" 0 0 0 0 0.00573095563865207 0 0 0 0
"231" "Pitta_caelea_A11090" "000010000" 0 0 0 0 0.00737551965197635 0 0 0 0
"232" "Pitta_caelea_WFVZ38385" "000010000" 0 0 0 0 0.00737551965197635 0 0 0 0
"233" "Pitta_soror_K23304" "000010000" 0 0 0 0 0.00549698607939042 0 0 0 0
"234" "Pitta_niplen_A463316" "000010000" 0 0 0 0 0.00635187973512089 0 0 0 0
"235" "Pitta_oat_A2636" "000010000" 0 0 0 0 0.00520780956300155 0 0 0 0
"236" "Pitta_phayre_YPM68280" "000010000" 0 0 0 0 0.00881494824703048 0 0 0 0
