"V1" "regions.vectors" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20"
"40" "Platyr_mysceu_MZUSP92167" "00111110000111100101" 0.0201988125467264 0.00665954479106846 0.252963162199357 0.238433044975235 0.55301557332515 0.972092576740479 0.993868639602943 0.00158258932839402 0.00317805479565345 0 0 0.102328164124832 0.363416762531305 0.068648959487708 0.412313646328985 0 0 0.998564981679137 0.0252879427312515 0.573924147514997
"41" "Platyr_mysceu_MZUSP93536" "00111110000111100101" 0.0201988125467264 0.00665954479106846 0.252963162199357 0.238433044975235 0.55301557332515 0.972092576740479 0.993868639602943 0.00158258932839402 0.00317805479565345 0 0 0.102328164124832 0.363416762531305 0.068648959487708 0.412313646328985 0 0 0.998564981679137 0.0252879427312515 0.573924147514997
"42" "Platyr_mysceu_MZUSP92485" "00111110000111100101" 0.0201988125467264 0.00665954479106846 0.252963162199357 0.238433044975235 0.55301557332515 0.972092576740479 0.993868639602943 0.00158258932839402 0.00317805479565345 0 0 0.102328164124832 0.363416762531305 0.068648959487708 0.412313646328985 0 0 0.998564981679137 0.0252879427312515 0.573924147514997
"43" "Platyr_mysceu_MZUSP91268" "00111110000111100101" 0.0201988125467264 0.00665954479106846 0.252963162199357 0.238433044975235 0.55301557332515 0.972092576740479 0.993868639602943 0.00158258932839402 0.00317805479565345 0 0 0.102328164124832 0.363416762531305 0.068648959487708 0.412313646328985 0 0 0.998564981679137 0.0252879427312515 0.573924147514997
"44" "Platyr_mysceu_MZUSP93234" "00111110000111100101" 0.0201988125467264 0.00665954479106846 0.252963162199357 0.238433044975235 0.55301557332515 0.972092576740479 0.993868639602943 0.00158258932839402 0.00317805479565345 0 0 0.102328164124832 0.363416762531305 0.068648959487708 0.412313646328985 0 0 0.998564981679137 0.0252879427312515 0.573924147514997
"45" "Platyr_mysceu_MZUSP92487" "00111110000111100101" 0.0201988125467264 0.00665954479106846 0.252963162199357 0.238433044975235 0.55301557332515 0.972092576740479 0.993868639602943 0.00158258932839402 0.00317805479565345 0 0 0.102328164124832 0.363416762531305 0.068648959487708 0.412313646328985 0 0 0.998564981679137 0.0252879427312515 0.573924147514997
"46" "Platyr_mysceu_MZUSP91466" "00111110000111100101" 0.0201988125467264 0.00665954479106846 0.252963162199357 0.238433044975235 0.55301557332515 0.972092576740479 0.993868639602943 0.00158258932839402 0.00317805479565345 0 0 0.102328164124832 0.363416762531305 0.068648959487708 0.412313646328985 0 0 0.998564981679137 0.0252879427312515 0.573924147514997
"47" "Platyr_mysceu_MZUSP90974" "00111110000111100101" 0.0201988125467264 0.00665954479106846 0.252963162199357 0.238433044975235 0.55301557332515 0.972092576740479 0.993868639602943 0.00158258932839402 0.00317805479565345 0 0 0.102328164124832 0.363416762531305 0.068648959487708 0.412313646328985 0 0 0.998564981679137 0.0252879427312515 0.573924147514997
"48" "Platyr_mysceu_MZUSP90978" "00111110000111100101" 0.0201988125467264 0.00665954479106846 0.252963162199357 0.238433044975235 0.55301557332515 0.972092576740479 0.993868639602943 0.00158258932839402 0.00317805479565345 0 0 0.102328164124832 0.363416762531305 0.068648959487708 0.412313646328985 0 0 0.998564981679137 0.0252879427312515 0.573924147514997
"49" "Platyr_mysceu_MZUSP90975" "00111110000111100101" 0.0201988125467264 0.00665954479106846 0.252963162199357 0.238433044975235 0.55301557332515 0.972092576740479 0.993868639602943 0.00158258932839402 0.00317805479565345 0 0 0.102328164124832 0.363416762531305 0.068648959487708 0.412313646328985 0 0 0.998564981679137 0.0252879427312515 0.573924147514997
"50" "Platyr_mysceu_MZUSP91465" "00111110000111100101" 0.0201988125467264 0.00665954479106846 0.252963162199357 0.238433044975235 0.55301557332515 0.972092576740479 0.993868639602943 0.00158258932839402 0.00317805479565345 0 0 0.102328164124832 0.363416762531305 0.068648959487708 0.412313646328985 0 0 0.998564981679137 0.0252879427312515 0.573924147514997
"51" "Platyr_mysceu_L28375" "00111110000111100101" 0.0201988125467264 0.00665954479106846 0.252963162199357 0.238433044975235 0.55301557332515 0.972092576740479 0.993868639602943 0.00158258932839402 0.00317805479565345 0 0 0.102328164124832 0.363416762531305 0.068648959487708 0.412313646328985 0 0 0.998564981679137 0.0252879427312515 0.573924147514997
"52" "Platyr_sattus_L55356" "00100000000111000000" 0 0 0.903718675499883 0 0 0 0 0 0 0 0 0.533166464919357 0.155749068444263 0.0658190392600774 0 0 0 0 0 0
"53" "Platyr_plarhy_SB10936" "00111000000111000000" 0 0 0.936017032034038 0.165979615904758 0.0203573878973991 0 0 0 0.000921435245642057 0 0 0.662823380537267 0.171558882930557 0.863844903054877 0.0205793484451434 0 0 0 0 0
"54" "Platyr_leuphu_K228" "00001110000000000000" 0 0 0 0 0.00784657495096786 0.517401120740664 0.0868440757834686 0 0 0 0 0 0 0 0 0 0 0 0 0
"55" "Platyr_flavgul_L33080" "00010000000001100000" 0 0 0 0.107898904704229 0 0 0 0 0 0 0 0 0.00103848860939341 0.00911211372752338 0.0949701069175318 0 0 0 0 0.00130922986374032
"56" "Calytur_criata_A494721" "00000110000000000000" 0 0 0 0 0 0.00349015115860264 0.000290480066819819 0 0 0 0 0 0 0 0 0 0 0 0 0
"57" "Neopip_cinmom_L42825" "00110000000101000000" 0 0 0.579980977155918 0.0909944214887638 0.000211038948210718 0 0 0 0.000223565105541172 0 0 0.160690750794154 0.0228719836156087 0.749653339387367 0.0665750712060034 0 0 0 0 0
"58" "Ampide_tschu_L33807" "00010000000011100001" 0 0 0 0.163686213249397 0 0 0 0.000757932308384759 0.000156981119226169 0 0 0 0.00401239137824533 0.0183589731747078 0.163603135343556 0 0 0 0 0.0174028616710042
"59" "Pipreo_form_LSUMZ68564" "00000000000010100000" 0 0 3.35503472390022e-05 0 0 0 0 0 0 0 0 0 0.00818437347154835 0 0.0128611776555198 0 0 0 0 0
"60" "Pipreo_chldot_L5435" "00010000000001100000" 0 0 0 0.0502298740487014 0 0 0 0 5.96336946862672e-05 0 0 0 0 0.0121509347214487 0.0771918213005859 0 0 0 0 0
"61" "Pipreo_front_L40018" "00010000100001100000" 0 0 0 0.238732948017651 6.21381905131734e-05 0 0 0 0.00958963837051158 0 0 0 0 0.010729513370138 0.0336931046244017 0 0 0 0 0
"62" "Pipreo_front_KU21555" "00010000100001100000" 0 0 0 0.238732948017651 6.21381905131734e-05 0 0 0 0.00958963837051158 0 0 0 0 0.010729513370138 0.0336931046244017 0 0 0 0 0
"63" "Pipreo_lubo_L33137" "00000000000000100000" 0 0 0 0.000343549767404452 0 0 0 0 0 0 0 0 0 9.61352625757156e-06 0.0588565961537618 0 0 0 0 0
"64" "Pipreo_jucu_YPM40970" "00000000000000100001" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0255250943672231 0 0 0 0 0.00559364084094259
"65" "Pipreo_pulhra_L8055" "00010000100001000000" 0 0 0 0.122353332248156 0 0 0 0 0.00245270602632966 0 0 0 0 0.0103144787366163 0 0 0 0 0 0
"66" "Pipreo_aurtus_H99" "00000000000010100001" 0 0 0 0 0 0 0 0 0 0 0 0 0.0070533120146783 0 0.156414971609904 0 0 0 0 0.0123695218190565
"67" "Pipreo_whilyi_SB15796" "00100000000010000000" 0 0 0.00861314236325358 0 0 0 0 0 0 0 0 0 0.0137452990860392 0 0 0 0 0 0 0
"68" "Pipreo_arcu_L31988" "00011000100001100000" 0 0 0 0.198243647052675 0.000778452851607978 0 0 0.000451625407080959 0.0201609933438131 0 0 0 0.00358319804373095 0.00322939383186192 0.304326875768423 0 0 0 0 0.000202902980571304
"69" "Pipreo_rief_IAvHBTAMC910" "00010000000011100001" 0 0 0 0.0686949080952344 0 0 0 0.00142768589252046 0 0 0 0 0.0068892652615258 0.00285850109743054 0.433624872985075 0 0 0 0 0.0290852624710903
"70" "Pipreo_inter_L7982" "00010000100001000000" 0 0 0 0.23002671324936 0.00012382499579359 0 0 0 0.0140620579123103 0 0 0 0 0.00500630598003885 0 0 0 0 0 0
"71" "Rupico_rupola_SB10476" "00100000000011000000" 0 0 0.870730115377221 0 0 0 0 0 0 0 0 0.000791805166226024 0.386260479141041 0.108190647719158 0 0 0 0 0 0
"72" "Rupico_peruvi_L2001" "00010000000001100001" 0 0 0 0.17541321705781 0 0 0 0 0.00108417948092383 0 0 0 0.0015161041083542 0.00987681820206886 0.314247581816276 0 0 0 0 0.025603272483584
"73" "Phoeni_carni_K1252" "00100000000110000000" 0 0 0.535936611850415 0 0 0 0 0 0 0 0 0.187786442485126 0.0510669384879767 0.00108201047322952 0 0 0 0 0 0
"74" "Phoeni_nigcol_A14164" "00100000000101000000" 0 0 0.0776925148540428 0.000351694509457459 9.26133728453855e-05 0 0 0 0 0 0 0.307056101704493 0 0.723720301855446 0.0383873463574948 0 0 0 0 0
"75" "Snowor_crylop_L44395" "00010000000001100000" 0 0 0 0.0531232909208712 0 0 0 0 0 0 0 0 0 0.016882691328597 0.0921933907561917 0 0 0 0 0.00229504687759786
"76" "Snowor_subal_L5560" "00010000000001100000" 0 0 0 0.0154648790718639 0 0 0 0 0 0 0 0 0 0.0122094787465009 0.0473961296239172 0 0 0 0 0
"77" "Carpor_cucul_SP93535" "00001110000000000000" 0 0 0 0 0.0103456809216132 0.209791333591087 0.10392405116392 0 0 0 0 0 0 0 0 0 0 0 0 0
"78" "Carpor_melala_SPCMML54" "00001110000000000000" 0 0 0 0 0.000493767976315195 0.0579337997888597 0.0880094693302151 0 0 0 0 0 0 0 0 0 0 4.7159375475558e-05 0 0
"79" "Zarato_strman_L2074" "00010001100000000000" 0 0 0 0.0659462801468306 0 0 0 0.0504921883619284 0.0010858736309019 0 0 0 0 3.5234673619143e-05 0 0 0 0 0 0
"80" "Phibal_flaviro_SP88683" "00001110000000000100" 0 0 0 0.0108237744505611 0.044836335285582 0.801966055572898 0.587240241105639 0 0 0 0 0 0 0 0 0 0 0.0376273995433767 0 0
"81" "Phytot_rara_A12160" "00000000000000001000" 0 0 0 0 0 0 0 0 0.000987368665731996 0 0 0 0 0 0 0 0.412500947476745 0 0 0
"82" "Phytot_rutila_LSU1211" "01011000100000000000" 0 0.805608275156926 0 0.207149475662948 0.152465287414231 0 0 0 0.164170269226503 0 0 0 0 0 0 0 0.00340252720015964 0 0 0
"83" "Phytot_raidii_LSU448" "00000001000000000000" 0 0 0 7.64022911022771e-05 0 0 0 0.0525336812885166 0 0 0 0 0 0 4.26464513296305e-06 0 0 0 0 0
"84" "Phytot_raidii_L451" "00000001000000000000" 0 0 0 7.64022911022771e-05 0 0 0 0.0525336812885166 0 0 0 0 0 0 4.26464513296305e-06 0 0 0 0 0
"85" "Ampion_rufax_L1673" "00010000100000100000" 0 0 0 0.0935278000220835 0.000175092876987109 0 0 0.00160916752124762 0.00871460126983276 0 0 0 0 0 0.0638581754300643 0 0 0 0 0.00014203782846712
"86" "Ampion_rubcri_L32291" "00011001100001100000" 0 0 0 0.327399501330686 0.00104966089918274 0 0 0.0521341555499026 0.0370058592183885 0 0 0 0.00182573184517417 0.00241063191685552 0.443470612340762 0 0 0 0 0.00858561244380055
"87" "Dolior_remse_P18878" "00000000000000100000" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0227169463721214 0 0 0 0 0
"88" "Dolior_scleri_L8390" "00010000000001000000" 0 0 0 0.0304601084205532 0 0 0 0 0 0 0 0 0 0.000193645392080104 0 0 0 0 0 0
"89" "Coniop_mcilh_L78827" "00010000000001000000" 0 0 0 0.0153001519949562 0 0 0 0 0 0 0 0 0 0.055583048410212 0 0 0 0 0 0
"90" "Coniop_mcilh_K1416" "00010000000001000000" 0 0 0 0.0153001519949562 0 0 0 0 0 0 0 0 0 0.055583048410212 0 0 0 0 0 0
"91" "Gymnod_foe_L15044" "00111000000111000000" 0 0 0.280198283709121 0.143827113610157 0.177195963165921 0 0 0 0 0 0 0.912734559202653 0.0972278866154949 0.758814825973183 0.0725217093715518 0 0 0 0 0
"92" "Carpod_hopkei_L29961" "00000000000000100001" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0241002700353982 0 0 0 0 0.268468671165521
"93" "Carpod_nitdus_A247754" "00000000000000000010" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13701675632244 0
"94" "Carpod_antiae_YPM56780" "00000000000000000010" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00281889764655823 0
"95" "Xiphol_puncea_L20380" "00101000000111000000" 0 0 0.947538008930514 0 0.0583831862775286 0 0 0 0 0 0 0.365593146734846 0.209616302804197 0.317046476579404 0 0 0 0 0 0
"96" "Xiphol_atrpur_FMNH427188" "00000110000000000100" 0 0 0 0 0 0.00718970866288261 0.0827649647729641 0 0 0 0 0 0 0 0 0 0 0.0371772254552574 0 0
"97" "Xiphol_lampen_MPEGMPDS929" "00001000000100000000" 0 0 0.0023683397163616 0 0.0101142225514611 0 0 0 0 0 0 0.439398102847095 0 0 0 0 0 0.00929952080379414 0 0
"98" "Porphy_porema_L40718" "00010000000101000000" 0 0 0.00163532795147374 0.0777916352265072 0.00054053790368938 0 0 0 0 0 0 0.136118295444277 0 0.731860151411388 0.0317739243030492 0 0 0 0 0
"99" "Cotin_mayna_L4762" "00010000000101000000" 0 0 0.000204018581292449 0.0649826762699292 0.000677197718935976 0 0 0 0 0 0 0.13907792817804 0 0.873139087943331 0.0402389787658897 0 0 0 0 0
"100" "Cotin_macata_MZUSP25763" "00000110000000000000" 0 0 0 0 0 0.0232653868893734 0.351862765199683 0 0 0 0 0 0 0 0 0 0 0 0 0
"101" "Cotin_macata_LACM60338" "00000110000000000000" 0 0 0 0 0 0.0232653868893734 0.351862765199683 0 0 0 0 0 0 0 0 0 0 0 0 0
"102" "Cotin_coti_GDPN147" "00100000000111000000" 0 0 0.625514171796164 0.00561715460071186 0.00201135740843069 0 0 0 0 0 0 0.264198729804356 0.0387774527003234 0.0835609164951335 0 0 0 0 0 0
"103" "Cotin_natte_L28741" "00000000000010100011" 0 0 0 0 0 0 0 0 0 0 0 0 0.0052293573784795 0 0.0805393204808484 0 0 0 0.00275136198415789 0.421866752435805
"104" "Cotin_ridway_LSUMZ161196" "00000000000000000010" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0173118631337027 0
"105" "Cotin_amabi_KU104762" "00000000000000010010" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0576527753478913 0 0 0.338313502069968 0
"106" "Cotin_cayan_L9602" "00111000000111000000" 0 0 0.979210393805512 0.186178618785786 0.0256123335046602 0 0 0 0.000103084570775617 0 0 0.81294187513052 0.32680676013021 0.966823379725993 0.0817876764861057 0 0 0 0 0
"107" "Procni_avera_MPEG33151" "00101010000110100100" 0.0187593530653006 0 0.077076312012635 0 0.0723644757162709 0 0.0962998583617325 0 0 0 0 0.0838997799227268 0.0878862237680795 0 0.0280047184369965 0 0 0.521084568521127 0 0.00044647082987147
"108" "Procni_avera_MPEG33152" "00101010000110100100" 0.0187593530653006 0 0.077076312012635 0 0.0723644757162709 0 0.0962998583617325 0 0 0 0 0.0838997799227268 0.0878862237680795 0 0.0280047184369965 0 0 0.521084568521127 0 0.00044647082987147
"109" "Procni_avera_MZUSP90159" "00101010000110100100" 0.0187593530653006 0 0.077076312012635 0 0.0723644757162709 0 0.0962998583617325 0 0 0 0 0.0838997799227268 0.0878862237680795 0 0.0280047184369965 0 0 0.521084568521127 0 0.00044647082987147
"110" "Procni_avera_SP90160" "00101010000110100100" 0.0187593530653006 0 0.077076312012635 0 0.0723644757162709 0 0.0962998583617325 0 0 0 0 0.0838997799227268 0.0878862237680795 0 0.0280047184369965 0 0 0.521084568521127 0 0.00044647082987147
"111" "Procni_nudicol_MPEGCMN28" "00001110000000000100" 0 0.00217677144760049 0 0 0.0483487871541285 0.904730307201206 0.852594219988392 0 0 0 0 0 0 0 0 0 0 0.276726753293282 0 0
"112" "Procni_albus_SB11635" "00100000000110000000" 0 0 0.261242970903246 0 0 0 0 0 0 0 0 0.00990311904678515 0.0712273961794779 0 0 0 0 0 0 0
"113" "Procni_tritus_SB2303" "00000000000000000010" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0316394503465254 0
"114" "Lipau_strrus_K4008" "00100000000010000000" 0 0 0.0176331858600238 0 0 0 0 0 0 0 0 0 0.0233902455686901 0 0 0 0 0 0 0
"115" "Lipau_lanides_SP91038" "00001110000000000000" 0 0 0 0 0.00656883266850312 0.155091195899615 0.239838918397532 0 0 0 0 0 0 0 0 0 0 0 0 0
"116" "Tijuca_atra_SPL100952" "00000110000000000000" 0 0 0 0 0 0.0120700791223123 0.000290480066819819 0 0 0 0 0 0 0 0 0 0 0 0 0
"117" "Tijuca_condi_RJ54051" "00000100000000000000" 0 0 0 0 0 0.000373325657334539 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"118" "Lipau_weberi_H2080" "00000000000000100000" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00194330774214462 0 0 0 0 0
"119" "Lipau_weberi_H4853" "00000000000000100000" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00194330774214462 0 0 0 0 0
